,AAPL,AIG,AMZN,AXP,BA,BAC,CAJ,CAT,CL,CMCSA,COP,CSCO,CVC,CVS,CVX,DD,DELL,F,GD,GE,GS,GSK,HD,HMC,HPQ,IBM,JPM,K,KMB,KO,LMT,MAR,MCD,MMM,MSFT,MTU,NAV,NOC,NVS,PEP,PFE,PG,R,RTN,SAP,SNE,SNY,TM,TOT,TWX,TXN,UN,VLO,WAG,WFC,WMT,XOM,XRX,YHOO
2010-11-02,295.69,34.71,164.61,40.42,64.1,11.24,45.71,73.76,35.87,19.37,39.55,21.47,17.6,28.98,72.68,41.98,13.9,13.58,61.69,14.15,155.4,32.59,28.94,34.09,39.87,134.33,33.74,44.51,55.25,28.01,61.62,34.15,70.25,77.71,24.67,4.53,50.78,52.35,49.86,59.26,15.17,57.28,40.77,42.5,49.53,32.71,30.18,70.23,44.74,29.75,27.23,26.26,15.34,31.57,23.78,49.89,61.66,10.87,16.19
2010-11-03,298.98,35.91,168.47,40.12,63.71,11.36,45.92,73.88,36.06,19.37,39.6,21.97,17.82,29.31,73.17,41.66,14.01,14.29,61.65,14.25,155.22,32.77,28.89,34.24,40.7,134.64,34.43,44.41,55.27,28.05,61.0,34.22,70.33,78.17,24.35,4.58,52.03,52.1,50.15,58.72,15.29,57.54,41.02,42.44,49.49,32.86,30.09,70.71,44.99,29.44,27.59,26.26,15.46,32.2,24.27,50.0,61.78,10.85,16.17
2010-11-04,304.21,36.87,168.93,41.7,65.47,11.96,47.33,76.93,36.05,19.73,40.82,22.43,18.28,29.91,75.33,42.81,14.05,14.93,62.76,14.65,158.81,33.43,29.33,34.59,40.94,137.09,36.33,44.17,55.28,28.27,61.89,35.24,70.94,79.77,24.45,4.68,54.25,52.9,50.51,58.86,15.27,58.16,41.54,42.73,50.21,33.21,30.8,72.73,46.2,29.15,28.28,27.81,16.14,32.91,25.19,50.41,63.06,11.06,16.2
2010-11-05,303.12,37.59,170.77,42.02,65.86,12.19,48.13,77.26,35.65,19.71,41.19,22.48,18.5,29.37,75.19,42.65,13.99,15.26,63.2,14.85,163.27,34.09,29.31,35.58,40.62,137.21,37.37,44.18,55.32,28.33,63.02,35.6,71.05,79.12,24.18,4.66,54.76,52.96,50.16,58.61,15.09,58.16,41.53,42.81,49.68,33.4,30.43,72.64,45.8,28.77,28.95,27.75,16.32,32.16,26.8,50.26,63.62,11.03,16.27
2010-11-08,304.54,36.78,171.99,41.86,64.88,12.42,48.03,76.87,35.62,19.59,41.59,22.6,18.9,29.65,75.03,42.82,13.82,15.45,62.97,14.83,161.49,33.8,28.92,36.19,41.11,137.39,36.98,44.18,55.14,28.28,63.03,35.52,71.06,78.68,24.15,4.64,54.11,52.96,49.6,58.64,14.98,57.93,41.38,42.97,49.35,33.67,30.12,73.74,45.49,28.93,28.86,27.47,16.37,32.12,26.64,50.0,63.91,10.88,16.44
2010-11-09,302.11,35.32,170.27,41.35,63.99,12.1,47.56,75.76,35.38,19.46,41.34,22.56,18.91,29.46,73.93,42.15,13.94,15.13,62.79,14.75,158.96,33.06,28.9,36.24,40.99,137.09,36.42,43.84,54.56,28.36,62.4,34.7,70.87,78.17,24.27,4.6,52.95,52.91,48.69,58.81,14.93,57.99,40.76,42.7,48.93,33.31,29.96,73.1,45.33,29.21,28.83,27.11,16.32,32.26,25.8,50.12,64.6,10.91,16.97
2010-11-10,303.98,35.43,173.33,41.54,61.98,12.39,48.74,76.26,35.36,19.42,42.13,22.69,19.44,29.55,75.35,42.14,14.02,15.65,61.89,14.69,159.6,33.3,29.09,36.72,41.03,137.47,37.08,43.79,54.3,28.32,61.86,35.27,71.23,79.04,24.27,4.84,52.02,52.86,48.59,58.77,14.79,57.77,40.93,42.65,48.45,33.56,29.57,75.0,45.31,29.3,28.83,27.12,16.66,32.3,26.22,49.63,65.06,10.73,16.94
2010-11-11,302.66,35.03,170.37,41.34,60.41,12.2,48.57,76.25,35.27,19.37,41.91,19.01,19.1,29.3,76.17,42.14,13.48,15.64,61.17,14.51,160.07,33.18,29.11,36.59,40.04,136.42,36.53,44.12,54.55,28.43,60.3,35.22,71.41,79.27,24.03,4.8,52.45,51.93,48.28,58.45,14.92,57.58,40.82,41.92,48.05,33.32,29.17,75.25,44.97,28.55,28.33,27.01,17.01,32.39,25.86,49.48,65.7,10.61,16.8
2010-11-12,294.42,34.46,165.68,40.72,58.3,11.95,47.75,74.95,35.19,19.14,41.6,18.67,18.8,28.71,75.59,41.54,12.98,15.34,60.34,14.42,158.27,33.07,28.87,36.14,39.22,134.83,36.15,43.85,54.44,28.49,59.77,34.69,70.65,79.03,23.66,4.7,50.87,50.98,47.6,58.22,14.8,57.56,39.97,41.27,47.66,32.95,28.84,75.51,44.45,28.22,28.47,26.72,17.02,32.04,25.26,49.29,64.93,10.47,16.55
2010-11-15,293.47,34.96,158.9,40.72,58.78,11.93,47.71,75.67,36.01,19.29,41.37,18.49,18.72,28.53,75.08,41.35,13.07,16.0,60.38,14.38,159.6,32.74,28.83,36.38,39.52,134.74,36.58,43.72,54.58,28.5,59.66,34.47,70.85,79.0,23.6,4.72,51.86,51.07,48.2,58.02,14.71,57.52,40.0,41.38,47.05,33.64,28.5,75.66,44.26,28.01,28.38,26.55,16.68,31.74,25.36,49.12,64.46,10.49,16.6
2010-11-16,288.26,34.37,157.78,39.98,58.01,11.77,47.01,74.33,35.3,18.98,40.61,18.01,18.68,28.15,73.6,40.79,12.96,15.54,59.46,14.07,157.58,32.17,29.12,35.73,38.84,133.43,36.15,43.84,54.01,28.11,59.07,33.91,69.37,77.2,23.39,4.64,51.65,50.17,47.68,57.68,14.58,56.77,39.16,40.81,46.5,33.67,27.96,74.93,42.77,28.03,28.12,26.27,16.03,31.28,24.94,49.4,63.05,10.23,16.24
2010-11-17,287.22,34.43,158.35,39.49,57.76,11.46,47.53,75.07,35.56,19.1,40.53,17.99,18.73,28.32,73.58,40.77,12.91,15.7,59.33,14.03,157.38,33.03,28.31,36.77,38.06,133.16,35.76,43.79,54.13,28.31,58.96,34.09,70.22,77.42,23.17,4.76,51.76,50.29,47.64,57.59,14.48,56.61,39.54,41.2,46.43,34.47,28.27,75.85,42.91,28.03,28.43,26.39,16.32,31.28,24.64,48.96,63.12,10.33,16.15
2010-11-18,294.8,35.07,164.17,40.29,59.71,11.54,48.48,76.87,35.94,19.27,41.15,18.17,20.01,29.23,74.79,41.55,13.22,15.17,60.83,14.23,159.72,33.59,28.35,37.81,38.73,135.42,36.2,44.24,54.51,28.9,59.47,34.93,70.8,78.89,23.42,4.95,52.88,51.12,48.58,58.33,14.79,57.28,40.31,41.85,47.16,35.41,29.06,77.29,43.69,28.01,28.96,27.11,16.89,31.66,25.24,49.15,64.31,10.77,16.99
2010-11-19,293.18,35.21,164.82,40.76,58.76,11.5,48.42,77.66,36.09,19.26,41.27,18.17,20.21,29.46,74.9,42.06,13.44,15.32,60.43,14.39,159.07,33.52,28.67,37.7,39.48,136.06,35.97,43.88,54.28,29.12,59.71,35.19,71.36,78.39,23.28,4.97,53.08,51.27,48.45,58.28,14.76,57.31,40.48,41.8,47.36,35.4,28.96,78.47,43.86,28.23,29.38,27.28,16.72,31.97,25.22,49.52,64.52,10.83,16.57
2010-11-22,299.51,34.73,170.39,40.26,59.17,11.14,48.46,77.69,36.02,19.11,40.98,18.12,20.01,29.41,74.46,41.79,13.5,15.25,60.12,14.23,153.71,33.37,28.55,37.18,40.18,136.38,35.15,44.01,54.53,29.1,59.04,35.32,71.25,78.29,23.32,4.9,52.65,50.48,48.41,58.27,14.61,56.87,40.27,41.37,46.82,35.37,28.53,78.47,43.3,28.29,29.65,27.16,16.83,32.09,24.72,49.51,64.2,10.87,16.56
2010-11-23,295.09,33.66,168.2,40.0,58.77,10.93,47.5,76.42,35.73,18.88,40.33,17.79,19.99,29.43,72.95,41.12,13.37,14.78,60.32,13.99,150.59,32.56,28.39,36.46,41.06,134.31,34.35,44.16,53.95,28.8,58.76,34.82,70.79,77.08,22.77,4.84,51.38,49.67,47.08,57.54,14.56,56.02,39.7,41.29,46.14,34.45,27.55,77.43,42.02,27.42,29.42,26.16,16.54,31.26,24.58,48.87,63.09,10.66,16.19
2010-11-24,300.89,34.41,177.25,41.0,60.45,11.12,48.59,78.33,35.83,19.09,40.95,18.03,20.36,29.96,74.0,42.02,13.42,15.01,61.71,14.15,152.96,32.63,28.62,37.08,40.64,136.78,34.83,44.07,53.8,29.25,59.48,35.8,71.21,78.07,22.99,4.85,52.94,50.8,47.12,57.94,14.66,56.01,40.95,41.8,45.63,35.0,27.66,78.93,41.98,27.88,29.94,26.28,16.95,31.56,24.87,49.18,63.91,10.94,16.41
2010-11-26,301.08,33.99,177.2,40.31,59.88,10.96,47.72,77.81,35.56,18.94,40.53,18.06,20.28,29.57,73.22,41.35,13.2,15.15,60.9,14.02,151.01,32.9,28.47,36.66,40.14,134.98,34.23,44.33,54.1,29.03,59.17,35.53,70.37,77.83,22.88,4.74,52.58,50.44,46.94,57.55,14.49,55.59,40.54,41.33,45.84,34.58,27.26,78.36,41.35,28.02,29.62,25.89,16.72,30.98,24.45,48.93,63.32,10.9,16.22
2010-11-29,302.87,34.23,179.49,41.32,59.48,11.15,47.76,77.38,35.47,18.93,40.44,18.01,20.35,29.85,72.89,41.9,13.13,15.12,60.16,14.17,152.02,32.32,28.18,36.57,39.58,134.04,34.6,44.43,54.01,28.9,59.3,35.31,70.67,77.67,22.94,4.74,51.73,50.0,46.69,57.65,14.55,55.59,40.6,41.38,45.13,35.0,26.42,78.25,40.64,27.64,29.62,25.47,16.72,32.01,24.95,49.03,63.52,10.76,16.38
2010-11-30,297.4,34.03,175.4,41.21,58.93,10.8,47.06,78.24,35.18,18.78,40.1,17.75,20.5,29.43,72.25,41.96,12.79,15.0,59.96,14.05,149.35,31.95,27.96,36.06,38.96,132.7,34.14,44.47,54.32,28.8,59.16,35.37,70.7,77.44,22.89,4.71,51.18,50.38,45.69,58.21,14.32,54.64,39.83,41.12,44.47,35.48,25.89,77.69,40.21,27.26,29.25,24.98,16.65,32.06,24.96,49.25,63.62,10.63,15.82
2010-12-01,302.42,34.84,176.55,42.24,60.73,11.14,47.92,80.88,35.49,19.52,41.62,17.9,20.83,30.26,73.8,43.17,12.97,15.49,61.35,14.46,151.56,32.27,29.25,37.09,39.55,135.46,34.82,44.66,54.82,29.49,60.35,36.28,71.6,79.35,23.6,4.77,54.49,51.74,46.29,59.55,14.67,55.61,41.06,42.01,45.1,36.47,26.69,79.58,40.87,27.93,29.97,25.6,17.23,32.81,25.25,49.8,65.24,10.9,16.15
2010-12-02,304.09,35.34,176.53,42.89,61.54,11.53,48.95,81.96,35.73,19.41,42.45,17.81,20.63,30.36,75.4,43.42,13.2,15.8,61.52,14.8,155.44,32.5,30.87,37.49,40.05,136.19,35.88,44.74,54.14,29.59,60.69,36.55,71.68,79.78,24.37,4.82,56.57,52.3,46.72,59.16,14.66,55.79,41.76,42.97,45.45,36.56,26.87,79.02,41.54,28.14,30.22,26.09,17.72,33.22,26.4,49.85,65.38,10.91,16.33
2010-12-03,303.41,36.06,175.68,42.8,61.49,11.7,49.62,82.66,35.82,19.4,42.6,17.67,21.11,30.78,75.75,43.97,13.24,15.81,61.32,14.89,155.25,32.71,30.99,38.02,39.98,136.37,36.15,44.71,54.43,29.4,60.16,36.98,72.02,80.17,24.49,4.87,58.65,51.63,46.84,59.13,14.69,55.77,41.76,42.17,46.45,36.32,27.24,79.05,42.33,28.32,30.19,26.4,18.01,33.91,26.65,49.73,65.11,10.97,16.35
2010-12-06,306.0,35.93,178.05,42.91,61.54,11.49,49.15,82.5,35.73,19.3,42.77,18.0,21.33,30.87,75.8,43.69,13.25,15.67,61.36,14.82,155.58,32.62,30.86,37.77,39.81,136.01,36.42,44.53,54.14,29.17,59.81,36.99,71.86,80.12,24.32,4.86,57.98,52.04,46.62,58.73,14.77,55.53,41.92,41.97,46.27,36.57,27.08,79.14,42.48,28.75,30.31,26.49,17.93,33.44,26.36,49.61,65.22,10.94,16.33
2010-12-07,304.15,36.22,176.77,42.7,61.2,11.42,48.93,83.56,35.92,19.48,42.9,17.97,21.51,31.38,77.01,43.72,13.16,15.59,62.36,15.11,154.57,32.84,31.05,36.99,39.2,135.1,35.83,44.18,54.37,29.24,60.39,36.89,72.55,77.64,24.35,4.81,57.8,52.58,46.68,58.69,14.73,55.61,42.33,41.97,46.39,36.1,27.28,78.67,42.64,28.84,30.73,27.06,18.15,33.32,26.12,50.16,65.36,11.0,16.94
2010-12-08,306.83,34.79,176.29,43.51,60.23,11.84,48.79,82.89,36.14,19.48,43.06,17.93,21.56,31.61,76.86,43.65,13.23,15.71,62.12,15.12,158.92,32.93,31.49,37.08,39.63,136.0,36.75,44.84,54.94,29.35,59.76,37.27,71.1,78.09,24.68,4.81,57.45,52.57,46.74,58.64,14.69,56.04,42.21,41.31,46.2,36.36,27.69,78.36,42.82,29.04,31.04,27.11,18.02,33.55,26.94,49.89,65.72,11.05,17.02
2010-12-09,305.63,39.38,174.85,43.68,59.71,12.48,48.98,82.93,35.93,19.53,43.1,18.25,21.6,31.89,77.32,43.15,13.2,15.78,62.5,15.2,159.21,33.03,31.76,37.59,39.52,135.36,37.25,44.95,54.99,29.55,59.4,37.63,70.08,77.56,24.54,4.99,58.1,51.95,46.9,58.72,14.72,56.25,43.21,40.79,46.46,36.2,27.73,77.97,43.04,29.02,31.03,27.21,17.94,33.46,27.58,49.75,65.85,11.14,16.95
2010-12-10,306.4,40.34,175.62,44.11,59.29,12.63,48.99,83.18,35.94,19.97,43.04,18.25,22.48,31.95,77.66,43.42,13.44,15.75,63.11,15.72,161.15,33.08,31.84,37.36,39.6,135.85,37.82,44.96,54.74,29.47,59.86,37.85,70.04,77.76,24.78,5.0,58.03,52.4,46.82,58.89,14.95,56.55,44.04,40.53,46.45,35.83,27.75,77.26,43.03,29.39,30.17,27.15,18.48,33.51,27.77,49.7,66.02,11.13,17.01
2010-12-13,307.46,39.99,174.25,44.22,58.95,12.38,49.0,84.75,36.47,19.97,43.63,18.14,22.39,32.04,78.85,43.36,12.92,15.5,62.97,15.64,162.11,33.37,31.98,37.7,38.77,135.34,37.89,45.36,54.69,29.56,59.67,37.68,69.63,78.66,24.7,5.14,58.45,52.27,47.15,59.46,15.1,56.54,43.06,40.43,46.82,35.88,27.88,77.98,43.86,29.24,29.99,27.47,18.25,33.52,27.72,49.63,66.18,11.05,16.7
2010-12-14,306.14,42.66,173.94,44.05,59.6,12.24,48.79,85.17,37.12,20.6,43.75,18.11,22.47,32.35,78.86,43.87,12.88,15.46,63.49,15.7,160.06,33.27,32.13,37.77,38.67,136.79,37.23,46.08,55.02,29.13,60.89,37.51,69.63,79.16,25.03,5.13,58.91,52.85,47.76,59.51,15.03,56.86,43.46,40.57,47.16,35.63,28.13,78.04,44.35,29.09,30.17,27.68,18.29,33.81,27.36,49.85,66.02,11.03,16.63
2010-12-15,306.21,42.19,175.57,43.98,59.36,12.13,48.78,86.12,37.22,20.25,43.4,18.04,22.46,32.13,78.53,43.97,12.86,15.58,62.92,15.52,158.03,33.22,32.2,37.6,38.38,135.75,36.7,46.12,55.0,29.51,60.63,36.9,69.51,79.13,25.24,5.06,59.23,52.07,50.46,59.2,15.0,56.94,45.53,39.89,46.68,35.65,27.81,78.14,43.5,28.98,30.02,27.4,17.99,34.15,27.33,49.65,65.72,10.76,16.45
2010-12-16,307.06,42.94,178.04,42.5,59.51,12.36,49.66,86.2,37.31,20.28,43.77,18.3,22.48,32.81,79.47,44.16,12.89,15.79,63.89,15.77,157.31,33.42,32.5,38.21,39.05,135.59,36.52,46.19,55.21,29.79,61.19,37.22,69.27,79.68,25.37,5.15,59.48,52.74,50.35,59.66,15.13,57.71,46.22,40.36,46.9,35.59,27.67,78.3,43.66,28.89,30.0,27.64,18.21,34.7,27.54,50.02,66.05,10.95,16.51
2010-12-17,306.44,43.32,177.58,41.97,60.09,12.41,49.5,85.63,37.22,20.07,43.36,18.12,22.16,32.66,78.96,44.52,13.19,15.81,63.77,15.71,156.91,32.98,32.48,38.3,39.06,136.02,36.21,46.27,55.66,29.95,60.93,37.57,69.36,79.65,25.28,5.17,58.49,52.37,50.25,59.86,14.96,57.99,46.77,40.16,47.38,35.39,27.36,77.48,43.48,29.13,29.92,27.46,18.01,34.57,27.48,49.81,66.01,10.9,16.38
2010-12-20,307.97,44.02,183.29,40.53,58.47,12.45,49.41,86.29,36.97,20.55,43.98,18.18,22.2,32.62,79.24,44.4,12.92,15.86,63.52,15.71,158.83,32.84,32.58,38.99,38.99,135.56,36.46,46.39,55.94,29.77,60.56,38.38,69.46,80.54,25.2,5.2,57.82,52.34,50.28,60.17,15.08,58.13,47.07,39.98,46.94,35.19,27.31,77.23,43.44,29.26,29.74,27.43,18.95,34.29,27.61,49.23,66.05,10.94,16.28
2010-12-21,309.88,45.47,184.75,41.22,59.32,12.81,50.26,87.52,36.72,20.85,44.41,18.1,22.42,32.73,79.62,44.62,13.39,15.99,63.68,15.88,160.92,32.63,32.47,39.26,39.01,136.71,37.42,46.16,55.92,29.85,60.69,38.23,69.4,79.8,25.44,5.24,59.17,52.68,50.39,59.34,15.27,58.04,47.43,39.97,47.54,36.24,27.4,78.01,43.89,29.43,29.84,27.46,19.48,33.88,28.27,49.12,66.51,11.03,16.6
2010-12-22,310.79,45.95,184.76,40.82,59.71,13.2,50.81,87.46,37.19,20.8,44.67,18.12,22.17,33.18,80.24,44.47,13.42,15.99,63.99,16.15,162.23,32.61,32.56,39.23,38.61,136.91,38.48,46.34,56.06,29.9,60.3,38.07,69.54,79.97,25.55,5.28,57.17,53.19,50.62,59.6,15.43,58.11,47.34,40.55,47.55,35.48,27.58,77.69,43.87,29.83,29.87,27.36,19.42,35.74,28.72,48.81,66.59,10.9,16.63
2010-12-23,309.3,44.77,182.59,40.78,60.12,12.89,50.72,87.35,37.01,20.78,44.71,18.24,21.87,32.95,80.92,44.44,13.34,15.8,64.44,16.13,160.31,32.7,32.48,39.15,38.85,136.85,38.41,46.2,56.09,29.9,60.22,37.97,69.49,79.74,25.65,5.3,57.55,52.99,50.32,59.6,15.47,58.37,47.07,40.53,47.62,35.57,27.57,77.66,43.91,29.87,29.76,27.51,19.67,36.05,28.43,49.07,66.95,10.84,16.72
2010-12-27,310.33,48.94,182.14,41.05,59.84,13.1,51.85,87.0,36.95,20.71,44.75,18.68,21.73,32.89,80.42,44.32,13.32,15.88,64.51,16.27,162.45,32.68,32.61,39.35,38.93,136.34,38.95,46.13,56.03,29.66,60.27,37.69,69.02,80.24,25.44,5.3,58.19,52.79,50.14,59.36,15.36,57.86,47.31,40.52,47.9,35.61,27.26,77.9,43.57,29.83,29.78,27.5,19.66,35.84,28.63,49.05,66.78,10.78,16.48
2010-12-28,311.09,48.56,181.09,40.8,59.94,13.17,51.5,86.65,37.12,20.69,45.02,18.86,21.88,32.99,81.37,44.49,13.24,15.75,64.44,16.39,161.84,32.67,32.48,39.35,39.33,136.68,38.89,46.2,56.23,29.8,60.5,37.73,69.02,79.99,25.38,5.34,57.94,52.93,50.57,59.23,15.45,57.94,47.48,40.59,47.83,35.84,27.14,78.25,43.54,29.79,29.65,27.58,19.58,36.31,28.62,49.2,67.15,10.74,16.43
2010-12-29,310.92,47.2,183.37,40.87,60.11,13.14,51.3,86.73,36.98,20.56,45.27,18.76,21.95,33.13,81.53,44.67,13.2,15.76,64.26,16.34,160.34,32.78,32.29,39.39,39.39,137.44,38.66,46.16,56.04,29.84,60.11,37.66,69.52,80.01,25.35,5.42,58.15,52.99,50.6,59.28,15.46,57.62,47.5,40.41,48.1,35.87,27.46,79.1,44.25,29.58,29.9,27.72,19.95,36.32,28.46,49.51,67.11,10.82,16.61
2010-12-30,309.36,47.41,182.75,40.54,60.08,13.11,51.2,86.82,36.9,20.69,45.32,18.75,22.07,33.23,81.74,44.37,13.2,15.71,64.21,16.27,160.35,32.59,32.26,38.9,39.34,137.58,38.55,46.17,55.93,29.86,59.73,37.4,69.31,79.8,25.24,5.36,58.0,52.63,50.42,59.09,15.36,57.51,47.81,40.86,47.65,35.57,27.39,78.35,44.01,29.65,29.89,27.77,19.77,36.1,28.27,49.5,67.1,10.68,16.76
2010-12-31,308.31,47.49,180.0,40.93,60.31,13.17,51.34,86.62,36.93,20.58,45.39,18.75,21.91,33.01,81.42,44.54,13.11,15.8,64.38,16.36,160.85,32.73,32.45,39.31,39.19,137.67,38.72,46.14,55.93,29.98,60.79,37.47,69.31,79.58,25.29,5.41,57.91,52.91,50.43,59.28,15.38,57.56,48.64,41.2,47.96,35.71,27.34,78.63,44.09,29.74,29.89,27.64,19.76,35.84,28.43,49.37,66.88,10.72,16.63
2011-01-03,315.01,47.84,184.22,41.38,61.36,14.0,52.26,87.08,36.67,21.05,45.48,18.99,21.95,33.27,82.04,44.67,13.24,16.24,63.48,16.35,165.53,32.76,32.68,39.83,39.78,138.34,39.78,45.96,55.57,29.73,60.76,37.88,69.17,80.04,25.36,5.48,57.17,53.21,50.68,59.66,15.53,57.95,48.57,41.32,48.57,36.38,27.84,79.43,44.75,29.94,30.11,27.92,20.3,36.17,28.97,49.95,68.19,10.9,16.75
2011-01-04,316.65,46.79,185.01,41.91,61.86,14.05,51.84,86.67,36.62,21.12,45.24,19.01,22.34,33.25,81.74,44.55,13.24,16.36,63.77,16.64,165.56,33.27,32.09,39.41,40.61,138.49,40.35,46.33,55.8,29.12,61.14,37.13,67.1,79.92,25.46,5.43,56.49,53.38,49.96,59.35,15.8,58.11,48.0,42.12,48.41,36.16,28.08,79.86,45.26,30.47,30.05,27.76,19.82,36.47,29.03,50.14,68.51,10.61,16.59
2011-01-05,319.24,50.23,187.42,43.12,62.36,14.31,51.47,87.42,36.39,21.4,45.02,19.25,22.78,33.6,81.59,44.84,13.42,16.84,64.06,16.67,166.44,32.5,31.98,39.0,41.14,137.94,40.85,46.13,55.99,28.94,62.54,37.5,67.42,79.92,25.38,5.3,58.09,53.66,49.39,60.42,15.91,57.98,48.03,42.76,47.71,36.21,27.9,80.2,44.97,30.66,30.17,27.34,20.3,36.98,29.69,49.81,68.32,10.67,16.91
2011-01-06,318.98,49.82,185.86,42.83,63.58,14.25,51.25,86.51,36.17,21.42,44.63,19.41,22.54,33.26,80.93,44.63,13.79,17.15,64.77,16.6,164.72,32.59,31.86,38.77,41.78,139.45,40.65,45.99,55.91,28.73,63.63,36.87,67.01,79.44,26.12,5.34,58.52,54.88,49.65,60.65,15.97,57.88,48.18,43.67,47.14,36.01,27.76,81.54,44.65,30.75,30.58,26.85,20.32,37.09,29.49,49.4,68.76,10.67,17.06
2011-01-07,321.27,50.42,185.49,42.47,64.11,14.06,50.55,86.69,36.0,21.36,44.73,19.43,22.43,33.27,81.37,44.43,13.52,17.2,65.34,16.48,163.27,32.36,31.82,38.92,41.97,138.77,39.88,46.06,55.88,28.68,64.03,36.81,67.16,79.52,25.92,5.31,59.6,55.59,48.8,60.24,16.11,57.71,47.96,44.69,46.77,36.04,27.33,82.46,44.14,30.78,30.56,26.54,20.36,36.87,28.9,49.51,69.14,10.52,16.9
2011-01-10,327.32,47.3,184.68,42.57,63.85,14.21,50.48,86.37,35.79,21.38,44.57,19.26,22.05,33.4,80.68,43.78,13.55,17.24,64.58,16.56,162.38,32.36,31.83,38.92,41.76,138.49,39.66,46.11,55.81,28.75,63.99,36.56,66.42,80.37,25.57,5.32,60.5,54.66,48.59,59.93,16.04,57.58,48.46,44.5,46.21,36.16,27.03,82.77,43.7,30.76,30.7,26.41,20.28,37.67,28.62,49.19,68.72,10.62,16.6
2011-01-11,326.54,48.66,184.34,43.12,63.73,14.5,50.3,86.89,35.94,21.27,45.43,19.35,21.9,33.54,81.94,43.73,13.62,17.21,64.65,16.66,162.0,32.22,32.26,39.18,42.29,138.16,39.84,45.99,55.7,28.58,64.04,36.75,66.73,80.91,25.48,5.33,61.98,54.25,48.76,60.19,16.01,57.3,47.63,44.12,47.65,36.36,27.24,83.38,43.96,30.94,30.81,26.48,20.65,37.56,28.8,49.7,69.23,10.68,16.58
2011-01-12,329.2,48.13,184.08,43.09,64.83,14.79,50.51,86.47,36.03,21.2,45.78,19.57,21.86,33.05,82.5,43.84,13.92,17.61,64.95,16.7,164.21,32.58,32.23,39.92,42.48,139.86,40.86,46.16,56.67,28.74,64.56,36.82,66.46,81.76,25.87,5.55,62.88,54.66,49.35,60.55,16.14,58.13,47.84,44.24,48.5,36.4,28.59,84.44,45.35,31.14,30.96,26.7,20.99,37.9,29.36,50.22,70.04,10.73,16.65
2011-01-13,330.41,47.13,185.53,43.14,64.53,14.58,50.94,87.07,35.99,21.21,44.83,19.53,21.63,33.09,82.25,44.1,13.71,17.58,65.51,16.64,164.11,32.45,32.64,40.23,42.49,139.6,40.62,46.52,56.43,28.9,64.21,37.1,65.62,81.19,25.55,5.55,62.8,54.33,48.79,60.71,16.01,58.59,47.59,44.39,51.72,35.62,29.2,85.39,46.2,31.06,30.79,26.71,21.4,38.3,29.25,50.16,70.16,10.54,16.75
2011-01-14,333.08,44.5,188.75,44.28,64.75,15.05,51.48,86.95,35.99,21.38,45.13,19.65,21.92,33.3,82.83,44.47,13.59,17.56,65.88,16.83,167.39,32.7,33.22,40.55,43.05,140.71,41.04,46.06,56.46,28.78,64.78,37.79,66.88,81.24,25.65,5.55,63.1,54.91,48.61,60.59,16.11,58.63,47.52,45.05,50.8,35.88,29.14,85.96,47.09,30.63,31.31,26.91,21.36,38.12,30.04,50.18,71.19,10.82,16.81
2011-01-18,325.6,43.82,191.25,44.4,66.97,14.8,50.86,89.42,36.03,21.43,45.38,19.66,22.01,33.36,83.3,44.38,13.64,17.6,66.38,16.64,167.09,31.87,33.34,40.07,43.13,141.32,40.89,46.19,56.67,28.94,66.56,37.36,67.44,81.28,25.97,5.53,62.78,56.62,49.16,60.4,16.15,58.6,47.11,45.61,51.56,35.87,28.89,85.18,47.08,30.34,32.05,26.84,21.85,38.61,29.8,50.48,71.99,10.88,16.5
2011-01-19,323.87,42.05,186.87,43.32,66.29,14.18,50.64,88.78,36.3,21.74,45.17,19.29,21.84,32.87,82.96,43.65,13.33,16.85,66.32,16.39,159.25,31.72,32.97,39.91,43.12,146.04,39.94,46.11,56.83,28.91,67.53,36.85,68.04,81.11,25.8,5.54,60.68,56.3,48.82,59.79,16.09,58.9,46.69,45.91,51.55,35.94,28.92,84.0,46.96,29.95,31.42,26.92,21.18,37.97,29.18,50.38,71.56,10.74,16.31
2011-01-20,317.98,42.9,181.96,43.35,65.72,14.35,49.8,86.98,36.3,21.89,44.79,19.25,22.11,33.64,82.73,42.97,13.16,16.74,67.04,16.48,158.49,30.92,33.77,40.16,43.54,146.15,40.89,46.68,57.26,28.69,68.97,36.21,67.87,81.19,25.69,5.47,59.67,57.16,48.12,59.79,16.02,59.31,45.96,46.95,51.56,35.43,28.91,83.36,47.1,29.92,31.19,26.84,20.58,38.28,29.25,51.26,71.11,10.38,16.23
2011-01-21,312.28,42.72,177.42,44.04,66.24,14.06,49.34,86.18,36.55,22.14,45.09,19.21,22.16,33.74,83.68,43.17,13.03,16.9,66.6,17.66,158.98,31.17,33.79,40.05,43.96,145.87,41.39,46.92,57.03,28.61,68.89,35.91,67.73,82.34,25.39,5.35,59.74,56.79,48.26,59.77,16.13,59.41,45.73,46.75,51.59,34.22,29.29,82.01,47.85,30.31,31.19,27.41,20.62,38.35,29.82,51.02,72.24,10.37,15.97
